Reporting Country/ Territory/Area†,Total confirmed‡ cases,Total confirmed new cases,Total deaths,Total new deaths,Transmission classification§,Days since last reported case
Montenegro,288,14,4,0,Clusters of cases,0
Monaco,93,0,0,0,Sporadic cases,1
Liechtenstein,81,1,1,0,Pending,0
Holy See,8,0,0,0,Sporadic cases,6
Territories**,,,,,,
Kosovo[1],387,10,8,0,Community transmission,0
Isle of Man,242,14,2,0,Pending,0
Guernsey,219,1,6,0,Pending,0
Jersey,217,4,4,0,Pending,0
Faroe Islands,184,0,0,0,Pending,7
Gibraltar,129,0,0,0,Pending,2
Greenland,11,0,0,0,Pending,9
South-East Asia Region,,,,,,
India,11439,1076,377,38,Clusters of cases,0
Indonesia,4839,282,459,60,Community transmission,0
Thailand,2643,30,43,2,Pending,0
Bangladesh,1012,209,46,7,Pending,0
Sri Lanka,233,15,7,0,Clusters of cases,0
Myanmar,74,12,4,0,Clusters of cases,0
Maldives,20,0,0,0,Sporadic cases,2
Nepal,16,0,0,0,Sporadic cases,1
Timor-Leste,6,0,0,0,Sporadic cases,1
Bhutan,5,0,0,0,Sporadic cases,12
Eastern Mediterranean Region,,,,,,
Iran (Islamic Republic of),74877,1574,4683,98,Community transmission,0
Pakistan,5988,272,107,11,Clusters of cases,0
Saudi Arabia,5369,435,73,8,Clusters of cases,0
United Arab Emirates,4933,412,28,3,Pending,0
Qatar,3428,197,7,0,Pending,0
Egypt,2350,160,178,14,Clusters of cases,0
Morocco,1888,125,126,0,Clusters of cases,0
Bahrain,1528,166,7,0,Clusters of cases,0
Iraq,1400,22,78,0,Clusters of cases,0
Kuwait,1355,55,3,1,Clusters of cases,0
Oman,910,97,4,0,Clusters of cases,0
Afghanistan,770,105,25,3,Clusters of cases,0
Tunisia,747,21,34,0,Community transmission,0
Lebanon,641,9,21,1,Clusters of cases,0
Jordan,397,6,7,0,Clusters of cases,0
Djibouti,363,65,2,0,Clusters of cases,0
Somalia,60,0,2,0,Sporadic cases,1
Libya,35,9,1,0,Clusters of cases,0
Sudan,32,3,5,1,Sporadic cases,0
Syrian Arab Republic,29,4,2,0,Community transmission,0
Yemen,1,0,0,0,Pending,4
Territories**,,,,,,
occupied Palestinian territory,288,14,2,0,Clusters of cases,0
Region of the Americas,,,,,,
United States of America,578268,24446,23476,1504,Community transmission,0
Canada,26146,1360,823,89,Community transmission,0
Brazil,23430,1261,1328,105,Community transmission,0
Chile,7917,392,92,10,Community transmission,0
Ecuador,7603,74,369,14,Community transmission,0
Peru,7519,0,193,0,Community transmission,1
Mexico,5014,353,332,36,Community transmission,0
Panama,3472,72,94,7,Community transmission,0
Dominican Republic,3286,119,183,6,Community transmission,0
Colombia,2852,76,112,3,Community transmission,0
Argentina,2336,84,101,6,Community transmission,0
Cuba,766,40,21,0,Clusters of cases,0
Costa Rica,612,17,3,0,Clusters of cases,0
Uruguay,483,0,8,1,Clusters of cases,1
Honduras,407,10,26,1,Clusters of cases,0
Bolivia (Plurinational State of),354,24,28,1,Clusters of cases,0
Venezuela (Bolivarian Republic of),181,0,9,0,Clusters of cases,1
Guatemala,167,11,5,0,Clusters of cases,0
Paraguay,159,12,7,1,Community transmission,0
El Salvador,149,12,6,0,Clusters of cases,0
Trinidad and Tobago,113,0,8,0,Sporadic cases,1
Jamaica,73,1,4,0,Clusters of cases,0
Barbados,72,1,4,0,Clusters of cases,0
Bahamas,49,2,8,0,Clusters of cases,0
Guyana,47,0,6,0,Clusters of cases,1
Haiti,40,0,3,0,Clusters of cases,1
Antigua and Barbuda,23,0,2,0,Clusters of cases,1
Belize,18,4,2,0,Sporadic cases,0
Dominica,16,0,0,0,Clusters of cases,4
Saint Lucia,15,0,0,0,Sporadic cases,3
Grenada,14,0,0,0,Clusters of cases,3
Saint Kitts and Nevis,12,0,0,0,Sporadic cases,3
Saint Vincent and the Grenadines,12,0,0,0,Sporadic cases,4
Suriname,10,0,1,0,Sporadic cases,11
Nicaragua,9,0,1,0,Pending,2
Territories**,,,,,,
Puerto Rico,923,20,45,0,Clusters of cases,0
Martinique,157,0,8,0,Clusters of cases,1
Guadeloupe,145,2,8,0,Clusters of cases,0
Aruba,92,0,0,0,Clusters of cases,3
French Guiana,88,0,0,0,Clusters of cases,1
Bermuda,57,0,5,1,Clusters of cases,1
Cayman Islands,54,1,1,0,Clusters of cases,0
Sint Maarten,52,0,9,0,Clusters of cases,1
United States Virgin Islands,51,0,1,0,Clusters of cases,4
Saint Martin,35,2,2,0,Sporadic cases,0
Curaçao,14,0,1,0,Sporadic cases,6
Falkland Islands (Malvinas),11,6,0,0,Clusters of cases,0
Montserrat,11,0,0,0,Sporadic cases,1
Turks and Caicos Islands,10,1,1,0,Sporadic cases,0
Saint Barthelemy,6,0,0,0,Sporadic cases,15
"Bonaire, Sint Eustatius and Saba",4,1,0,0,Sporadic cases,0
Anguilla,3,0,0,0,Sporadic cases,11
British Virgin Islands,3,0,0,0,Sporadic cases,14
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,7
African Region,,,,,,
South Africa,2415,143,27,0,Community transmission,0
Algeria,2070,87,326,13,Community transmission,0
Cameroon,855,52,15,5,Clusters of cases,0
Côte d’Ivoire,638,12,6,0,Clusters of cases,0
Ghana,636,70,8,0,Clusters of cases,0
Niger,570,22,14,1,Clusters of cases,0
Burkina Faso,515,18,28,1,Clusters of cases,0
Guinea,363,44,0,0,Clusters of cases,0
Nigeria,343,0,10,0,Clusters of cases,1
Mauritius,324,0,9,0,Clusters of cases,2
Senegal,299,8,2,0,Clusters of cases,0
Democratic Republic of the Congo,254,13,21,1,Clusters of cases,0
Kenya,216,8,9,0,Clusters of cases,0
Rwanda,134,7,0,0,Sporadic cases,0
Mali,123,7,10,1,Sporadic cases,0
Madagascar,110,4,0,0,Clusters of cases,0
Ethiopia,82,8,3,0,Sporadic cases,0
Gabon,80,23,1,0,Sporadic cases,0
Togo,77,1,3,0,Sporadic cases,0
Congo,74,0,5,0,Clusters of cases,1
Liberia,59,8,6,0,Sporadic cases,0
Uganda,54,0,0,0,Sporadic cases,2
United Republic of Tanzania,53,4,3,0,Sporadic cases,0
Zambia,45,0,2,0,Sporadic cases,1
Equatorial Guinea,41,20,0,0,Sporadic cases,0
Guinea-Bissau,40,1,0,0,Sporadic cases,0
Benin,35,0,1,0,Sporadic cases,3
Eritrea,34,0,0,0,Sporadic cases,2
Mozambique,28,7,0,0,Sporadic cases,0
Chad,23,0,0,0,Sporadic cases,1
Angola,19,0,2,0,Sporadic cases,6
Zimbabwe,18,1,3,0,Sporadic cases,0
Malawi,16,0,2,0,Sporadic cases,1
Namibia,16,0,0,0,Sporadic cases,9
Eswatini,15,1,0,0,Sporadic cases,0
Botswana,13,0,1,0,Sporadic cases,5
Central African Republic,11,0,0,0,Sporadic cases,4
Seychelles,11,0,0,0,Sporadic cases,8
Sierra Leone,11,1,0,0,Sporadic cases,0
Cabo Verde,10,0,1,0,Sporadic cases,1
Gambia,9,0,1,0,Sporadic cases,3
Mauritania,7,0,1,0,Sporadic cases,4
Burundi,5,0,0,0,Sporadic cases,2
São Tomé and Príncipe,4,0,0,0,Pending,8
South Sudan,4,0,0,0,Pending,3
Territories**,,,,,,
Réunion,391,0,0,0,Clusters of cases,1
Mayotte,217,10,3,0,Clusters of cases,0
Subtotal for all Regions,1914204,70082,122998,5989,,
International conveyance (Diamond Princess),712,0,12,0,Not Applicable††,30
Grand total,1914916,70082,123010,5989,,
