Reporting Country/ Territory/Area†,Total confirmed‡ cases,Total confirmed new cases,Total deaths,Total new deaths,Transmission classification§,Days since last reported case
Saudi Arabia,1720,157,16,6,Local transmission,0
Qatar,835,54,2,0,Local transmission,0
United Arab Emirates,814,150,8,2,Local transmission,0
Egypt,779,69,52,6,Local transmission,0
Iraq,728,34,52,2,Local transmission,0
Morocco,676,38,39,3,Local transmission,0
Bahrain,569,2,4,0,Local transmission,0
Lebanon,479,16,12,0,Local transmission,0
Tunisia,423,29,12,2,Local transmission,0
Kuwait,317,28,0,0,Local transmission,0
Jordan,278,4,5,0,Local transmission,0
Afghanistan,235,43,4,0,Local transmission,0
Oman,231,21,1,0,Local transmission,0
Djibouti,34,3,0,0,Local transmission,0
Libya,10,0,0,0,Local transmission,1
Syrian Arab Republic,10,0,3,1,Imported cases only,2
Sudan,7,0,2,0,Imported cases only,1
Somalia,5,0,0,0,Imported cases only,1
Territories**,,,,,,
occupied Palestinian territory,134,0,1,0,Local transmission,1
Region of the Americas,,,,,,
United States of America,187302,24103,3846,996,Local transmission,0
Canada,9005,1310,105,16,Local transmission,0
Brazil,5717,1138,201,42,Local transmission,0
Chile,3031,293,16,4,Local transmission,0
Ecuador,2372,132,146,71,Local transmission,0
Peru,1323,258,24,0,Local transmission,0
Dominican Republic,1284,175,57,6,Local transmission,0
Mexico,1215,121,29,1,Local transmission,0
Panama,1181,192,30,6,Local transmission,0
Argentina,1054,88,27,3,Local transmission,0
Colombia,906,108,16,2,Local transmission,0
Costa Rica,347,33,2,0,Local transmission,0
Uruguay,338,18,2,1,Local transmission,0
Cuba,212,26,6,0,Local transmission,0
Honduras,172,33,10,8,Local transmission,0
Venezuela (Bolivarian Republic of),143,14,3,0,Local transmission,0
Bolivia (Plurinational State of),115,8,7,1,Local transmission,0
Trinidad and Tobago,89,4,5,2,Local transmission,0
Paraguay,69,4,3,0,Local transmission,0
Guatemala,39,3,1,0,Local transmission,0
Jamaica,38,2,1,0,Local transmission,0
Barbados,33,0,0,0,Local transmission,2
El Salvador,32,2,1,1,Local transmission,0
Guyana,19,7,2,0,Local transmission,0
Haiti,16,1,0,0,Imported cases only,0
Bahamas,15,1,0,0,Local transmission,0
Saint Lucia,13,4,0,0,Local transmission,0
Dominica,11,0,0,0,Local transmission,6
Grenada,9,0,0,0,Local transmission,2
Saint Kitts and Nevis,8,0,0,0,Imported cases only,1
Suriname,8,0,0,0,Imported cases only,5
Antigua and Barbuda,7,0,0,0,Imported cases only,5
Nicaragua,5,1,1,0,Imported cases only,0
Belize,3,0,0,0,Local transmission,2
Saint Vincent and the Grenadines,1,0,0,0,Imported cases only,20
Territories**,,,,,,
Puerto Rico,286,47,11,3,Local transmission,0
Martinique,128,9,3,1,Local transmission,0
Guadeloupe,125,11,6,1,Local transmission,0
Aruba,55,0,0,0,Local transmission,1
French Guiana,51,5,0,0,Local transmission,0
United States Virgin Islands,30,0,0,0,Local transmission,2
Bermuda,32,5,0,0,Local transmission,0
Sint Maarten,6,0,0,0,Imported cases only,2
Cayman Islands,14,2,1,0,Local transmission,0
Curaçao,11,0,1,0,Imported cases only,2
Saint Barthélemy,6,0,0,0,Under investigation,2
Saint Martin,21,3,2,0,Under investigation,0
Montserrat,5,0,0,0,Imported cases only,5
Turks and Caicos Islands,5,0,0,0,Local transmission,2
British Virgin Islands,3,0,0,0,Imported cases only,1
Anguilla,2,0,0,0,Local transmission,6
African Region,,,,,,
South Africa,1380,27,5,0,Local transmission,0
Algeria,847,263,58,23,Local transmission,0
Burkina Faso,261,0,14,0,Local transmission,1
Ghana,195,43,5,0,Local transmission,0
Côte d’Ivoire,190,21,0,0,Local transmission,0
Senegal,190,15,1,1,Local transmission,0
Mauritius,154,11,5,0,Local transmission,0
Cameroon,139,0,6,0,Local transmission,2
Nigeria,139,28,2,1,Local transmission,0
Democratic Republic of the Congo,123,14,11,3,Local transmission,0
Rwanda,82,7,0,0,Local transmission,0
Kenya,81,31,1,0,Local transmission,0
Niger,74,54,5,2,Local transmission,0
Madagascar,53,0,0,0,Local transmission,1
Uganda,44,11,0,0,Local transmission,0
Togo,36,2,2,1,Local transmission,0
Zambia,36,1,0,0,Local transmission,0
Guinea,30,14,0,0,Local transmission,0
Mali,28,10,0,0,Local transmission,0
Ethiopia,26,0,0,0,Local transmission,1
Congo,22,3,2,2,Local transmission,0
United Republic of Tanzania,20,1,1,0,Local transmission,0
Eritrea,15,9,0,0,Imported cases only,0
Equatorial Guinea,14,0,0,0,Local transmission,2
Benin,13,4,0,0,Imported cases only,0
Namibia,11,0,0,0,Imported cases only,3
Mozambique,10,2,0,0,Local transmission,0
Seychelles,10,2,0,0,Imported cases only,0
Eswatini,9,0,0,0,Imported cases only,5
Guinea-Bissau,9,0,0,0,Imported cases only,1
Angola,8,1,2,0,Imported cases only,0
Central African Republic,8,2,0,0,Imported cases only,0
Zimbabwe,8,0,1,0,Local transmission,1
Chad,7,0,0,0,Imported cases only,1
Gabon,7,0,1,0,Imported cases only,5
Liberia,6,3,0,0,Local transmission,0
Cabo Verde,5,0,1,0,Imported cases only,5
Mauritania,5,0,0,0,Imported cases only,4
Botswana,3,0,1,1,Imported cases only,1
Gambia,3,0,1,0,Imported cases only,4
Burundi,2,0,0,0,Imported cases only,1
Sierra Leone,2,1,0,0,Imported cases only,0
Territories**,,,,,,
Réunion,281,34,0,0,Local transmission,0
Mayotte,116,15,2,2,Local transmission,0
Subtotal for all regions,895 738,72 839,45 515,4924,,
International conveyance (Diamond Princess),712,0,11,0,Local transmission,17
Grand total,896 450,72 839,45 526,4924,,
