Reporting Country/ Territory/Area†,Total confirmed‡ cases,Total confirmed new cases,Total deaths,Total new deaths,Transmission classification§,Days since last reported case
Republic of Moldova,591,168,8,3,Local transmission,0
Slovenia,897,56,16,1,Local transmission,0
Estonia,858,79,11,6,Local transmission,0
Lithuania,649,68,9,1,Local transmission,0
Armenia,640,69,4,1,Local transmission,0
Hungary,585,60,21,1,Local transmission,0
Bosnia and Herzegovina,521,57,16,3,Local transmission,0
Latvia,458,12,0,0,Local transmission,0
Bulgaria,457,35,10,0,Local transmission,0
Kazakhstan,435,49,3,0,Local transmission,0
Andorra,429,33,15,2,Local transmission,0
Slovakia,426,26,0,0,Local transmission,0
Azerbaijan,400,41,5,0,Local transmission,0
North Macedonia,384,30,11,0,Local transmission,0
Cyprus,356,36,9,0,Local transmission,0
Albania,277,0,16,1,Local transmission,1
Belarus,254,62,4,2,Local transmission,0
San Marino,245,9,30,2,Local transmission,0
Uzbekistan,221,31,2,0,Local transmission,0
Malta,195,7,0,0,Local transmission,0
Georgia,148,27,0,0,Local transmission,0
Montenegro,140,20,2,0,Local transmission,0
Kyrgyzstan,130,15,1,1,Local transmission,0
Liechtenstein,75,3,0,0,Under investigation,0
Monaco,37,0,0,0,Local transmission,2
Holy See,7,1,0,0,Under investigation,0
Territories**,,,,,,
Faroe Islands,177,4,0,0,Local transmission,0
Kosovo[1],126,1,1,0,Local transmission,0
Gibraltar,81,12,0,0,Local transmission,0
Jersey,81,0,2,0,Local transmission,1
Guernsey,91,13,1,0,Local transmission,0
Isle of Man,71,6,1,1,Local transmission,0
Greenland,10,0,0,0,Under investigation,5
South-East Asia Region,,,,,,
India,1965,329,50,12,Local transmission,0
Thailand,1875,104,15,3,Local transmission,0
Indonesia,1790,113,170,13,Local transmission,0
Sri Lanka,148,5,3,1,Local transmission,0
Bangladesh,56,2,6,0,Local transmission,0
Maldives,19,1,0,0,Local transmission,0
Myanmar,16,1,1,0,Local transmission,0
Nepal,6,1,0,0,Imported cases only,0
Bhutan,5,1,0,0,Local transmission,0
Timor-Leste,1,0,0,0,Imported cases only,13
Eastern Mediterranean Region,,,,,,
Iran (Islamic Republic of),50468,2875,3160,124,Local transmission,0
Pakistan,2450,159,35,4,Local transmission,0
Saudi Arabia,1885,165,21,5,Local transmission,0
United Arab Emirates,1024,210,8,0,Local transmission,0
Qatar,949,114,3,1,Local transmission,0
Egypt,865,86,58,6,Local transmission,0
Iraq,772,44,54,2,Local transmission,0
Morocco,735,59,47,8,Local transmission,0
Bahrain,643,74,4,0,Local transmission,0
Lebanon,508,29,17,5,Local transmission,0
Tunisia,455,32,14,2,Local transmission,0
Kuwait,417,100,0,0,Local transmission,0
Jordan,299,21,5,0,Local transmission,0
Afghanistan,269,34,5,1,Local transmission,0
Oman,252,21,2,1,Local transmission,0
Djibouti,41,7,0,0,Local transmission,0
Syrian Arab Republic,16,6,2,0,Imported cases only,0
Libya,10,0,1,1,Local transmission,2
Sudan,8,1,2,0,Local transmission,0
Somalia,5,0,0,0,Imported cases only,2
Territories**,,,,,,
occupied Palestinian territory,165,31,1,0,Local transmission,0
Region of the Americas,,,,,,
United States of America,213600,26298,4793,947,Local transmission,0
Canada,10114,1109,127,22,Local transmission,0
Brazil,6836,1119,241,40,Local transmission,0
Chile,3404,373,18,2,Local transmission,0
Ecuador,3163,791,120,0,Local transmission,0
Dominican Republic,1380,96,60,3,Local transmission,0
Mexico,1378,163,37,8,Local transmission,0
Peru,1323,0,41,17,Local transmission,1
Panama,1317,136,32,2,Local transmission,0
Argentina,1133,79,31,4,Local transmission,0
Colombia,1065,159,17,1,Local transmission,0
Costa Rica,375,28,2,0,Local transmission,0
Uruguay,350,12,4,2,Local transmission,0
Cuba,233,21,6,0,Local transmission,0
Honduras,219,47,14,4,Local transmission,0
Venezuela (Bolivarian Republic of),144,1,3,0,Local transmission,0
Bolivia (Plurinational State of),123,8,8,1,Local transmission,0
Trinidad and Tobago,90,1,5,0,Local transmission,0
Paraguay,77,8,3,0,Local transmission,0
Guatemala,47,8,1,0,Local transmission,0
Barbados,45,12,0,0,Local transmission,0
Jamaica,44,6,3,2,Local transmission,0
El Salvador,41,9,2,1,Local transmission,0
Bahamas,21,6,1,1,Local transmission,0
Guyana,19,0,4,2,Local transmission,1
Haiti,16,0,0,0,Imported cases only,1
Saint Lucia,13,0,0,0,Local transmission,1
Dominica,11,0,0,0,Local transmission,7
Grenada,10,1,0,0,Local transmission,0
Saint Kitts and Nevis,8,0,0,0,Imported cases only,2
Suriname,8,0,0,0,Imported cases only,6
Antigua and Barbuda,7,0,0,0,Imported cases only,6
Nicaragua,5,0,1,0,Imported cases only,1
Belize,3,0,0,0,Local transmission,3
Saint Vincent and the Grenadines,2,1,0,0,Imported cases only,0
Territories**,,,,,,
Puerto Rico,316,30,12,1,Local transmission,0
Martinique,131,3,3,0,Local transmission,0
Guadeloupe,128,3,6,0,Local transmission,0
Aruba,60,5,0,0,Local transmission,0
French Guiana,55,4,0,0,Local transmission,0
United States Virgin Islands,33,3,0,0,Local transmission,0
Bermuda,32,0,0,0,Local transmission,1
Cayman Islands,22,8,1,0,Local transmission,0
Saint Martin,22,1,2,0,Under investigation,0
Sint Maarten,18,12,1,1,Imported cases only,0
Curaçao,11,0,1,0,Imported cases only,3
Saint Barthélemy,6,0,0,0,Under investigation,3
Montserrat,5,0,0,0,Imported cases only,6
Turks and Caicos Islands,5,0,0,0,Local transmission,3
British Virgin Islands,3,0,0,0,Imported cases only,2
Anguilla,2,0,0,0,Local transmission,7
African Region,,,,,,
South Africa,1462,82,5,0,Local transmission,0
Algeria,986,139,83,25,Local transmission,0
Burkina Faso,261,0,14,0,Local transmission,2
Cameroon,246,107,7,1,Local transmission,0
Ghana,204,9,5,0,Local transmission,0
Senegal,195,5,1,0,Local transmission,0
Côte d’Ivoire,190,0,1,1,Local transmission,1
Nigeria,174,35,2,0,Local transmission,0
Mauritius,169,15,7,2,Local transmission,0
Democratic Republic of the Congo,134,11,13,2,Local transmission,0
Kenya,110,29,3,2,Local transmission,0
Rwanda,84,2,0,0,Local transmission,0
Niger,74,0,5,0,Local transmission,1
Madagascar,65,12,0,0,Local transmission,0
Guinea,52,22,0,0,Local transmission,0
Uganda,44,0,0,0,Local transmission,1
Congo,41,19,2,0,Local transmission,0
Togo,39,3,2,0,Local transmission,0
Zambia,39,3,1,1,Local transmission,0
Ethiopia,31,5,0,0,Local transmission,0
Mali,28,0,3,3,Local transmission,1
Eritrea,20,5,0,0,Imported cases only,0
United Republic of Tanzania,20,0,1,0,Local transmission,1
Gabon,18,11,1,0,Imported cases only,0
Equatorial Guinea,15,1,0,0,Local transmission,0
Benin,13,0,0,0,Imported cases only,1
Namibia,13,2,0,0,Local transmission,0
Mozambique,10,0,0,0,Local transmission,1
Seychelles,10,0,0,0,Imported cases only,1
Eswatini,9,0,0,0,Imported cases only,6
Guinea-Bissau,9,0,0,0,Imported cases only,2
Angola,8,0,2,0,Imported cases only,1
Central African Republic,8,0,0,0,Imported cases only,1
Zimbabwe,8,0,1,0,Local transmission,2
Chad,7,0,0,0,Imported cases only,2
Liberia,6,0,0,0,Local transmission,1
Cabo Verde,5,0,1,0,Imported cases only,6
Mauritania,5,0,0,0,Imported cases only,5
Botswana,4,1,1,0,Imported cases only,0
Gambia,4,1,1,0,Imported cases only,0
Malawi,3,3,0,0,Local transmission,0
Burundi,2,0,0,0,Imported cases only,2
Sierra Leone,2,0,0,0,Imported cases only,1
Territories**,,,,,,
Réunion,308,27,0,0,Local transmission,0
Mayotte,128,12,2,0,Local transmission,0
Subtotal for all regions,971 591,75 853,50 311,4823,,
International conveyance (Diamond Princess),712,0,11,0,Local transmission,18
Grand total,972 303,75 853,50 322,4823,,
