Reporting Country/ Territory/Area†,Total confirmed‡ cases,Total confirmed new cases,Total deaths,Total new deaths,Transmission classification§,Days since last reported case
Azerbaijan,273,83,4,0,Local transmission,0
Cyprus,230,16,7,1,Local transmission,0
San Marino,230,1,25,1,Local transmission,0
Albania,223,0,11,1,Local transmission,1
Malta,156,5,0,0,Local transmission,0
Belarus,152,0,0,0,Local transmission,1
Uzbekistan,149,4,2,0,Local transmission,0
Kyrgyzstan,107,23,0,0,Local transmission,0
Georgia,103,5,0,0,Local transmission,0
Montenegro,91,6,1,0,Local transmission,0
Liechtenstein,64,2,0,0,Under investigation,0
Monaco,49,3,0,0,Local transmission,0
Holy See,6,0,0,0,Under investigation,1
Territories**,,,,,,
Faroe Islands,168,9,0,0,Local transmission,0
Kosovo[1],106,12,1,0,Local transmission,0
Gibraltar,69,4,0,0,Local transmission,0
Jersey,63,0,2,0,Local transmission,1
Guernsey,45,6,0,0,Local transmission,0
Isle of Man,42,0,0,0,Local transmission,1
Greenland,10,0,0,0,Under investigation,2
South-East Asia Region,,,,,,
Thailand,1524,0,9,0,Local transmission,1
Indonesia,1414,129,122,8,Local transmission,0
India,1071,0,29,0,Local transmission,1
Sri Lanka,120,0,1,0,Local transmission,1
Bangladesh,49,0,5,0,Local transmission,1
Maldives,17,0,0,0,Local transmission,1
Myanmar,10,2,0,0,Local transmission,0
Nepal,5,0,0,0,Imported cases only,2
Bhutan,4,0,0,0,Imported cases only,1
Timor-Leste,1,0,0,0,Under investigation,10
Eastern Mediterranean Region,,,,,,
Iran (Islamic Republic of),41495,3186,2757,117,Local transmission,0
Pakistan,1865,240,25,7,Local transmission,0
Saudi Arabia,1453,154,8,0,Local transmission,0
Qatar,693,59,1,0,Local transmission,0
Egypt,656,47,41,1,Local transmission,0
Iraq,630,83,46,4,Local transmission,0
United Arab Emirates,611,41,5,2,Local transmission,0
Morocco,574,58,33,6,Local transmission,0
Bahrain,515,0,4,0,Local transmission,1
Lebanon,446,8,11,1,Local transmission,0
Tunisia,362,50,9,1,Local transmission,0
Jordan,268,9,5,2,Local transmission,0
Kuwait,266,11,0,0,Local transmission,0
Oman,179,12,0,0,Local transmission,0
Afghanistan,166,52,4,0,Local transmission,0
Djibouti,26,7,0,0,Local transmission,0
Syrian Arab Republic,10,1,2,1,Imported cases only,0
Libya,8,0,0,0,Local transmission,1
Sudan,6,0,2,0,Imported cases only,1
Somalia,3,0,0,0,Imported cases only,4
Territories**,,,,,,
occupied Palestinian territory,117,2,1,0,Local transmission,0
Region of the Americas,,,,,,
United States of America,140640,17987,2398,286,Local transmission,0
Canada,6317,662,66,5,Local transmission,0
Brazil,4256,352,136,22,Local transmission,0
Chile,2449,540,8,2,Local transmission,0
Ecuador,1962,127,60,12,Local transmission,0
Mexico,993,145,20,4,Local transmission,0
Panama,989,88,24,7,Local transmission,0
Dominican Republic,901,320,42,22,Local transmission,0
Peru,852,181,11,0,Local transmission,0
Argentina,820,75,20,1,Local transmission,0
Colombia,702,94,10,4,Local transmission,0
Costa Rica,314,19,2,0,Local transmission,0
Uruguay,309,6,0,0,Local transmission,0
Cuba,170,51,4,1,Local transmission,0
Honduras,139,29,2,0,Local transmission,0
Venezuela (Bolivarian Republic of),129,16,3,1,Local transmission,0
Bolivia (Plurinational State of),97,23,5,5,Local transmission,0
Trinidad and Tobago,82,6,3,0,Local transmission,0
Paraguay,64,5,3,0,Local transmission,0
Guatemala,36,2,1,0,Local transmission,0
Jamaica,36,4,1,0,Local transmission,0
Barbados,33,7,0,0,Local transmission,0
El Salvador,30,6,0,0,Local transmission,0
Haiti,15,0,0,0,Imported cases only,1
Bahamas,14,4,0,0,Local transmission,0
Cayman Islands,12,4,1,0,Imported cases only,0
Grenada,9,2,0,0,Local transmission,0
Saint Lucia,9,5,0,0,Local transmission,0
Guyana,8,3,1,0,Local transmission,0
Suriname,8,0,0,0,Imported cases only,3
Antigua and Barbuda,7,0,0,0,Imported cases only,3
Nicaragua,4,0,1,0,Imported cases only,2
Belize,3,1,0,0,Local transmission,0
Saint Kitts and Nevis,2,0,0,0,Imported cases only,0
Saint Vincent and the Grenadines,1,0,0,0,Imported cases only,18
Territories**,,,,,,
Puerto Rico,174,110,6,4,Imported cases only,0
Martinique,111,6,2,0,Local transmission,0
Guadeloupe,106,10,4,2,Imported cases only,0
Aruba,50,4,0,0,Local transmission,0
French Guiana,43,12,0,0,Local transmission,0
United States Virgin Islands,30,8,0,0,Imported cases only,0
Bermuda,22,0,0,0,Local transmission,1
Saint Martin,18,12,1,1,Under investigation,0
Curaçao,11,4,1,0,Imported cases only,0
Dominica,11,0,0,0,Local transmission,4
Saint Barthélemy,6,1,0,0,Under investigation,0
Sint Maarten,6,3,0,0,Imported cases only,0
Montserrat,5,0,0,0,Imported cases only,3
Turks and Caicos Islands,5,1,0,0,Local transmission,0
Anguilla,2,0,0,0,Local transmission,4
British Virgin Islands,2,0,0,0,Imported cases only,4
African Region,,,,,,
South Africa,1326,46,3,2,Local transmission,0
Algeria,511,57,31,2,Local transmission,0
Burkina Faso,246,24,12,9,Local transmission,0
Cote d’Ivoire,169,4,0,0,Local transmission,0
Senegal,162,20,0,0,Local transmission,0
Ghana,152,0,5,0,Local transmission,1
Cameroon,139,26,6,4,Local transmission,0
Nigeria,111,46,1,0,Local transmission,0
Mauritius,107,5,2,0,Local transmission,0
Democratic Republic of the Congo,98,17,8,0,Local transmission,0
Rwanda,70,0,0,0,Local transmission,1
Madagascar,46,9,0,0,Imported cases only,0
Kenya,38,13,1,0,Local transmission,0
Zambia,35,19,0,0,Local transmission,0
Togo,34,6,1,0,Local transmission,0
Uganda,33,0,0,0,Local transmission,1
Ethiopia,23,2,0,0,Local transmission,0
Niger,20,0,3,0,Local transmission,1
Congo,19,0,0,0,Imported cases only,3
United Republic of Tanzania,19,5,0,0,Under investigation,0
Mali,18,0,0,0,Local transmission,2
Guinea,16,0,0,0,Local transmission,1
Equatorial Guinea,14,1,0,0,Local transmission,0
Namibia,11,0,0,0,Imported cases only,1
Eswatini,9,0,0,0,Imported cases only,3
Mozambique,8,0,0,0,Local transmission,2
Seychelles,8,0,0,0,Imported cases only,1
Gabon,7,0,1,0,Imported cases only,3
Benin,6,0,0,0,Imported cases only,4
Central African Republic,6,0,0,0,Imported cases only,3
Eritrea,6,0,0,0,Imported cases only,4
Cabo Verde,5,0,1,0,Imported cases only,3
Chad,5,0,0,0,Imported cases only,4
Mauritania,5,0,0,0,Imported cases only,2
Zimbabwe,5,0,1,0,Local transmission,3
Gambia,3,0,1,0,Imported cases only,2
Liberia,3,0,0,0,Local transmission,9
Angola,2,0,0,0,Imported cases only,9
Guinea-Bissau,2,0,0,0,Imported cases only,5
Territories**,,,,,,
Réunion,207,0,0,0,Local transmission,1
Mayotte,82,0,0,0,Local transmission,1
Subtotal for all regions,750178,57610,36398,3301,,
International conveyance (Diamond Princess),712,0,7,0,Local transmission,15
Grand total,750890,57610,36405,3301,,
