Reporting Country/ Territory/Area†,Total confirmed‡ cases,Total confirmed new cases,Total deaths,Total new deaths,Transmission classification§,Days since last reported case
Gibraltar,133,0,0,0,Clusters of cases,7
Greenland,11,0,0,0,Pending,19
South-East Asia Region,,,,,,
India,24506,1429,775,57,Clusters of cases,0
Indonesia,8211,436,689,42,Community transmission,0
Bangladesh,4689,503,131,4,Pending,0
Thailand,2907,53,51,1,Pending,0
Sri Lanka,420,52,7,0,Clusters of cases,0
Myanmar,144,5,5,0,Clusters of cases,0
Maldives,116,22,0,0,Clusters of cases,0
Nepal,49,1,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,Clusters of cases,1
Bhutan,7,0,0,0,Sporadic cases,2
Eastern Mediterranean Region,,,,,,
Iran (Islamic Republic of),88194,1168,5574,93,Community transmission,0
Saudi Arabia,15102,1172,127,6,Clusters of cases,0
Pakistan,11940,785,253,16,Clusters of cases,0
United Arab Emirates,9281,525,64,8,Pending,0
Qatar,8525,761,10,0,Pending,0
Egypt,4092,201,294,7,Clusters of cases,0
Morocco,3758,190,158,3,Clusters of cases,0
Kuwait,2614,215,15,1,Clusters of cases,0
Bahrain,2518,301,8,0,Clusters of cases,0
Oman,1905,189,10,2,Clusters of cases,0
Iraq,1708,31,86,3,Clusters of cases,0
Afghanistan,1330,104,43,3,Clusters of cases,0
Djibouti,999,13,2,0,Clusters of cases,0
Tunisia,922,4,38,0,Community transmission,0
Lebanon,696,8,22,0,Clusters of cases,0
Jordan,441,4,7,0,Clusters of cases,0
Somalia,328,0,16,0,Sporadic cases,1
Sudan,174,0,16,0,Sporadic cases,1
Libya,61,1,2,0,Clusters of cases,0
Syrian Arab Republic,42,0,3,0,Community transmission,3
Yemen,1,0,0,0,Pending,14
Territories**,,,,,,
occupied Palestinian territory,340,4,2,0,Clusters of cases,0
Region of the Americas,,,,,,
United States of America,860772,30719,44053,1742,Community transmission,0
Brazil,49492,3735,3313,407,Community transmission,0
Canada,42739,1926,2197,169,Community transmission,0
Ecuador,22719,11536,576,16,Community transmission,0
Peru,20914,1664,572,42,Community transmission,0
Chile,12306,494,174,6,Community transmission,0
Mexico,11633,1089,1069,99,Community transmission,0
Dominican Republic,5749,206,267,2,Community transmission,0
Panama,5166,174,146,2,Community transmission,0
Colombia,4561,205,215,9,Community transmission,0
Argentina,3479,139,167,8,Community transmission,0
Cuba,1285,50,49,6,Clusters of cases,0
Bolivia (Plurinational State of),703,31,43,3,Clusters of cases,0
Costa Rica,686,5,6,0,Clusters of cases,0
Honduras,562,43,47,0,Clusters of cases,0
Uruguay,557,8,12,0,Clusters of cases,0
Guatemala,384,42,11,1,Clusters of cases,0
Venezuela (Bolivarian Republic of),318,20,10,0,Clusters of cases,0
El Salvador,261,11,8,0,Clusters of cases,0
Jamaica,257,14,7,1,Clusters of cases,0
Paraguay,220,7,9,0,Community transmission,0
Trinidad and Tobago,115,0,8,0,Sporadic cases,2
Barbados,76,0,6,0,Clusters of cases,1
Bahamas,72,2,11,2,Clusters of cases,0
Haiti,72,10,5,1,Clusters of cases,0
Guyana,70,3,7,0,Clusters of cases,0
Antigua and Barbuda,24,0,3,0,Clusters of cases,2
Belize,18,0,2,0,Sporadic cases,10
Dominica,16,0,0,0,Clusters of cases,14
Grenada,15,0,0,0,Clusters of cases,1
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,4
Saint Lucia,15,0,0,0,Sporadic cases,13
Saint Vincent and the Grenadines,14,1,0,0,Sporadic cases,0
Nicaragua,11,1,3,1,Pending,0
Suriname,10,0,1,0,Sporadic cases,21
Territories**,,,,,,
Puerto Rico,1276,0,51,3,Clusters of cases,3
Martinique,170,0,14,0,Clusters of cases,1
Guadeloupe,149,1,12,0,Clusters of cases,0
French Guiana,109,2,1,0,Clusters of cases,0
Aruba,100,0,2,0,Clusters of cases,2
Bermuda,99,0,5,0,Clusters of cases,1
Sint Maarten,73,0,12,0,Clusters of cases,1
Cayman Islands,66,0,1,0,Clusters of cases,3
United States Virgin Islands,54,0,3,0,Clusters of cases,3
Saint Martin,38,0,2,0,Sporadic cases,2
Curaçao,14,0,1,0,Sporadic cases,16
Falkland Islands (Malvinas),12,0,0,0,Clusters of cases,2
Montserrat,11,0,0,0,Sporadic cases,11
Turks and Caicos Islands,11,0,1,0,Sporadic cases,8
Saint Barthélemy,6,0,0,0,Sporadic cases,25
"Bonaire, Sint Eustatius and Saba",5,0,0,0,Sporadic cases,7
British Virgin Islands,5,0,1,0,Sporadic cases,1
Anguilla,3,0,0,0,Sporadic cases,21
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,17
African Region,,,,,,
South Africa,4220,267,79,4,Community transmission,0
Algeria,3127,120,415,8,Community transmission,0
Cameroon,1403,2,49,0,Clusters of cases,0
Ghana,1279,125,10,1,Clusters of cases,0
Nigeria,1095,114,32,1,Community transmission,0
Côte d’Ivoire,1077,73,14,0,Clusters of cases,0
Guinea,954,92,6,0,Community transmission,0
Niger,681,10,24,0,Clusters of cases,0
Burkina Faso,616,16,41,3,Community transmission,0
Senegal,545,66,7,1,Clusters of cases,0
Democratic Republic of the Congo,416,22,28,3,Clusters of cases,0
Kenya,336,16,14,0,Clusters of cases,0
Mauritius,331,0,9,0,Community transmission,1
Mali,325,16,21,0,Clusters of cases,0
United Republic of Tanzania,300,15,10,0,Clusters of cases,0
Equatorial Guinea,212,128,1,0,Clusters of cases,0
Congo,200,14,6,0,Clusters of cases,0
Rwanda,176,22,0,0,Clusters of cases,0
Gabon,172,6,3,1,Clusters of cases,0
Madagascar,122,1,0,0,Clusters of cases,0
Ethiopia,117,1,3,0,Clusters of cases,0
Liberia,117,16,8,0,Clusters of cases,0
Togo,90,2,6,0,Clusters of cases,0
Cabo Verde,88,21,1,0,Sporadic cases,0
Zambia,84,8,3,0,Sporadic cases,0
Sierra Leone,82,18,3,2,Clusters of cases,0
Uganda,75,12,0,0,Sporadic cases,0
Mozambique,65,24,0,0,Sporadic cases,0
Benin,58,0,1,0,Sporadic cases,1
Guinea-Bissau,52,0,0,0,Sporadic cases,1
Chad,40,6,0,0,Sporadic cases,0
Eswatini,40,9,1,0,Sporadic cases,0
Eritrea,39,0,0,0,Sporadic cases,6
Malawi,33,0,3,0,Sporadic cases,1
Zimbabwe,29,1,4,0,Sporadic cases,0
Angola,25,0,2,0,Sporadic cases,1
Botswana,22,0,1,0,Sporadic cases,2
Central African Republic,19,3,0,0,Sporadic cases,0
Namibia,16,0,0,0,Sporadic cases,19
Burundi,12,1,1,0,Sporadic cases,0
Seychelles,11,0,0,0,Sporadic cases,18
Gambia,10,0,1,0,Sporadic cases,4
São Tomé and Príncipe,8,0,0,0,Sporadic cases,1
Mauritania,7,0,1,0,Sporadic cases,14
South Sudan,5,1,0,0,Sporadic cases,0
Territories**,,,,,,
Réunion,412,0,0,0,Clusters of cases,412
Mayotte,354,15,4,0,Clusters of cases,354
Subtotal for all Regions,2719185,93716,187692,5767,,
International conveyance (Diamond Princess),712,0,13,0,Not Applicable††,39
Grand total,2719897,93716,187705,5767,,
