Reporting Country/ Territory/Area†,Total confirmed‡ cases,Total confirmed new cases,Total deaths,Total new deaths,Transmission classification§,Days since last reported case
Lithuania,1070,8,24,0,Pending,0
Uzbekistan,1054,158,4,0,Clusters of cases,0
Armenia,1039,0,14,0,Clusters of cases,1
Bosnia and Herzegovina,1034,27,38,0,Community transmission,0
North Macedonia,854,26,38,4,Clusters of cases,0
Slovakia,769,27,2,0,Pending,0
Bulgaria,685,10,32,3,Pending,0
Cyprus,662,29,17,1,Pending,0
Latvia,655,4,5,0,Pending,0
Andorra,651,12,29,0,Community transmission,0
Albania,475,29,23,0,Clusters of cases,0
Kyrgyzstan,430,11,5,0,Pending,0
Malta,384,6,3,0,Pending,0
San Marino,371,15,36,1,Community transmission,0
Georgia,296,30,3,0,Clusters of cases,0
Montenegro,274,7,4,2,Clusters of cases,0
Monaco,93,39,0,0,Sporadic cases,0
Liechtenstein,80,0,1,0,Pending,3
Holy See,8,0,0,0,Sporadic cases,5
Territories**,,,,,,
Kosovo[1],377,15,8,1,Community transmission,0
Isle of Man,228,2,2,1,Pending,0
Guernsey,218,9,6,0,Pending,0
Jersey,213,15,4,0,Pending,0
Faroe Islands,184,0,0,0,Pending,6
Gibraltar,129,0,0,0,Pending,1
Greenland,11,0,0,0,Pending,8
South-East Asia Region,,,,,,
India,10363,1211,339,31,Clusters of cases,0
Indonesia,4557,316,399,26,Community transmission,0
Thailand,2613,34,41,1,Pending,0
Bangladesh,803,182,39,5,Pending,0
Sri Lanka,218,8,7,0,Clusters of cases,0
Myanmar,62,21,4,0,Clusters of cases,0
Maldives,20,0,0,0,Sporadic cases,1
Nepal,16,4,0,0,Sporadic cases,0
Timor-Leste,6,4,0,0,Sporadic cases,0
Bhutan,5,0,0,0,Sporadic cases,11
Eastern Mediterranean Region,,,,,,
Iran (Islamic Republic of),73303,1617,4585,111,Community transmission,0
Pakistan,5716,342,96,3,Clusters of cases,0
Saudi Arabia,4934,472,65,6,Clusters of cases,0
United Arab Emirates,4521,398,25,3,Pending,0
Qatar,3231,252,7,0,Pending,0
Egypt,2190,125,164,5,Clusters of cases,0
Morocco,1763,102,126,8,Clusters of cases,0
Iraq,1378,26,78,2,Clusters of cases,0
Bahrain,1362,226,7,1,Clusters of cases,0
Kuwait,1300,66,2,1,Clusters of cases,0
Oman,813,86,4,0,Clusters of cases,0
Tunisia,726,19,34,3,Community transmission,0
Afghanistan,665,58,22,3,Clusters of cases,0
Lebanon,632,2,20,0,Clusters of cases,0
Jordan,391,2,7,0,Clusters of cases,0
Djibouti,298,83,2,0,Clusters of cases,0
Somalia,60,35,2,0,Sporadic cases,0
Sudan,29,10,4,2,Sporadic cases,0
Libya,26,1,1,0,Clusters of cases,0
Syrian Arab Republic,25,0,2,0,Community transmission,2
Yemen,1,0,0,0,Pending,3
Territories**,,,,,,
occupied Palestinian territory,274,3,2,0,Clusters of cases,0
Region of the Americas,,,,,,
United States of America,553822,29308,21972,1528,Community transmission,0
Canada,24786,1084,734,60,Community transmission,0
Brazil,22169,1442,1223,99,Community transmission,0
Ecuador,7529,63,355,22,Community transmission,0
Chile,7525,312,82,2,Community transmission,0
Peru,7519,671,193,12,Community transmission,0
Mexico,4661,442,296,23,Community transmission,0
Panama,3400,166,87,8,Community transmission,0
Dominican Republic,3167,200,177,4,Community transmission,0
Colombia,2776,67,109,9,Community transmission,0
Argentina,2252,277,95,13,Community transmission,0
Cuba,726,57,21,3,Clusters of cases,0
Costa Rica,595,18,3,0,Clusters of cases,0
Uruguay,512,11,7,0,Clusters of cases,0
Honduras,397,4,25,0,Clusters of cases,0
Bolivia (Plurinational State of),330,30,27,3,Clusters of cases,0
Venezuela (Bolivarian Republic of),181,10,9,0,Clusters of cases,0
Guatemala,156,3,5,2,Clusters of cases,0
Paraguay,147,13,6,0,Community transmission,0
El Salvador,137,12,6,0,Clusters of cases,0
Trinidad and Tobago,113,1,8,0,Clusters of cases,0
Jamaica,72,3,4,0,Clusters of cases,0
Barbados,71,3,4,0,Clusters of cases,0
Bahamas,47,5,8,0,Clusters of cases,0
Guyana,47,10,6,0,Clusters of cases,0
Haiti,40,9,3,1,Community transmission,0
Antigua and Barbuda,23,2,2,0,Clusters of cases,0
Dominica,16,0,0,0,Clusters of cases,3
Saint Lucia,15,0,0,0,Sporadic cases,2
Belize,14,1,2,0,Sporadic cases,0
Grenada,14,0,0,0,Clusters of cases,2
Saint Kitts and Nevis,12,0,0,0,Sporadic cases,2
Saint Vincent and the Grenadines,12,0,0,0,Sporadic cases,3
Suriname,10,0,1,0,Sporadic cases,10
Nicaragua,9,0,1,0,Pending,1
Territories**,,,,,,
Puerto Rico,903,6,45,1,Clusters of cases,0
Martinique,157,1,8,2,Clusters of cases,0
Guadeloupe,143,0,8,0,Clusters of cases,3
Aruba,92,0,0,0,Clusters of cases,2
French Guiana,88,2,0,0,Clusters of cases,0
Bermuda,57,7,4,0,Clusters of cases,0
Cayman Islands,53,0,1,0,Clusters of cases,1
Sint Maarten,52,2,9,0,Clusters of cases,0
United States Virgin Islands,51,0,1,0,Clusters of cases,3
Saint Martin,33,0,2,0,Sporadic cases,2
Curaçao,14,0,1,0,Sporadic cases,5
Montserrat,11,2,0,0,Sporadic cases,0
Turks and Caicos Islands,9,0,1,0,Sporadic cases,1
Saint Barthelemy,6,0,0,0,Sporadic cases,14
Falkland Islands (Malvinas),5,0,0,0,Clusters of cases,5
Anguilla,3,0,0,0,Sporadic cases,10
"Bonaire, Sint Eustatius and Saba",3,0,0,0,Sporadic cases,1
British Virgin Islands,3,0,0,0,Sporadic cases,13
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,6
African Region,,,,,,
South Africa,2272,99,27,2,Community transmission,0
Algeria,1983,69,313,20,Community transmission,0
Cameroon,803,0,10,0,Clusters of cases,3
Côte d’Ivoire,626,93,6,2,Clusters of cases,0
Ghana,566,0,8,0,Clusters of cases,1
Niger,548,19,13,1,Clusters of cases,0
Burkina Faso,497,54,27,8,Clusters of cases,0
Nigeria,343,20,10,0,Clusters of cases,0
Mauritius,324,0,9,0,Clusters of cases,1
Guinea,319,69,0,0,Clusters of cases,0
Senegal,291,11,2,0,Clusters of cases,0
Democratic Republic of the Congo,241,6,20,0,Clusters of cases,0
Kenya,208,11,9,1,Clusters of cases,0
Rwanda,127,1,0,0,Sporadic cases,0
Mali,116,29,9,2,Sporadic cases,0
Madagascar,106,0,0,0,Clusters of cases,1
Togo,76,0,3,0,Sporadic cases,1
Congo,74,4,5,0,Clusters of cases,0
Ethiopia,74,3,3,0,Sporadic cases,0
Gabon,57,0,1,0,Sporadic cases,1
Uganda,54,0,0,0,Sporadic cases,1
Liberia,51,1,6,1,Sporadic cases,0
United Republic of Tanzania,49,17,3,0,Sporadic cases,0
Zambia,45,2,2,0,Sporadic cases,0
Guinea-Bissau,39,0,0,0,Sporadic cases,1
Benin,35,0,1,0,Sporadic cases,2
Eritrea,34,0,0,0,Sporadic cases,1
Chad,23,5,0,0,Sporadic cases,0
Equatorial Guinea,21,3,0,0,Sporadic cases,0
Mozambique,21,1,0,0,Sporadic cases,0
Angola,19,0,2,0,Sporadic cases,5
Zimbabwe,17,3,3,0,Sporadic cases,0
Malawi,16,3,2,0,Sporadic cases,0
Namibia,16,0,0,0,Sporadic cases,8
Eswatini,14,0,0,0,Sporadic cases,1
Botswana,13,0,1,0,Sporadic cases,4
Central African Republic,11,0,0,0,Sporadic cases,3
Seychelles,11,0,0,0,Sporadic cases,7
Cabo Verde,10,3,1,0,Sporadic cases,0
Sierra Leone,10,0,0,0,Sporadic cases,1
Gambia,9,0,1,0,Sporadic cases,2
Mauritania,7,0,1,0,Sporadic cases,3
Burundi,5,0,0,0,Sporadic cases,1
São Tomé and Príncipe,4,0,0,0,Pending,7
South Sudan,4,0,0,0,Pending,2
Territories**,,,,,,
Réunion,391,2,0,0,Clusters of cases,0
Mayotte,207,0,3,0,Clusters of cases,1
Subtotal for all Regions,1844151,71779,117009,5369,,
International conveyance (Diamond Princess),712,0,12,0,Not Applicable††,29
Grand total,1844863,71779,117021,5369,,
