Reporting Country/ Territory/Area†,Total confirmed‡ cases,Total confirmed new cases,Total deaths,Total new deaths,Transmission classification§,Days since last reported case
Bosnia and Herzegovina,1340,40,50,1,Community transmission,0
Slovenia,1340,5,77,3,Pending,0
North Macedonia,1231,6,55,1,Clusters of cases,0
Slovakia,1199,26,14,1,Clusters of cases,0
Bulgaria,975,46,45,2,Pending,0
Cyprus,784,12,17,0,Clusters of cases,0
Latvia,748,9,9,4,Pending,0
Andorra,723,5,37,1,Community transmission,0
Albania,634,25,26,0,Clusters of cases,0
Kyrgyzstan,612,22,7,0,Pending,0
San Marino,476,14,40,1,Community transmission,0
Malta,443,12,3,0,Pending,0
Georgia,411,3,5,1,Clusters of cases,0
Montenegro,313,1,5,0,Clusters of cases,0
Liechtenstein,82,0,1,0,Pending,3
Monaco,68,0,1,0,Sporadic cases,8
Holy See,9,0,0,0,Sporadic cases,1
Territories**,,,,,,
Kosovo[1],604,32,18,6,Community transmission,0
Isle of Man,307,10,10,6,Pending,0
Jersey,250,1,14,2,Pending,0
Guernsey,239,0,10,1,Community transmission,2
Faroe Islands,185,0,0,0,Pending,2
Gibraltar,133,0,0,0,Clusters of cases,4
Greenland,11,0,0,0,Pending,16
South-East Asia Region,,,,,,
India,19984,1383,640,50,Clusters of cases,0
Indonesia,7135,375,616,26,Community transmission,0
Bangladesh,3382,434,110,9,Pending,0
Thailand,2826,15,49,1,Pending,0
Sri Lanka,310,6,7,0,Clusters of cases,0
Myanmar,121,2,5,0,Clusters of cases,0
Maldives,83,16,0,0,Clusters of cases,0
Nepal,42,11,0,0,Sporadic cases,0
Timor-Leste,23,0,0,0,Clusters of cases,1
Bhutan,6,0,0,0,Sporadic cases,1
Eastern Mediterranean Region,,,,,,
Iran (Islamic Republic of),84802,1297,5297,88,Community transmission,0
Saudi Arabia,11631,1147,109,6,Clusters of cases,0
Pakistan,9749,533,209,17,Clusters of cases,0
United Arab Emirates,7755,490,46,3,Pending,0
Qatar,6533,518,9,0,Pending,0
Egypt,3490,157,264,14,Clusters of cases,0
Morocco,3209,163,145,2,Clusters of cases,0
Kuwait,2080,85,11,2,Clusters of cases,0
Bahrain,1973,66,7,0,Clusters of cases,0
Oman,1614,106,8,0,Clusters of cases,0
Iraq,1602,28,83,1,Clusters of cases,0
Afghanistan,1092,66,36,0,Clusters of cases,0
Djibouti,945,99,2,0,Clusters of cases,0
Tunisia,901,17,38,0,Community transmission,0
Lebanon,682,5,22,1,Clusters of cases,0
Jordan,428,3,7,0,Clusters of cases,0
Somalia,286,49,14,6,Sporadic cases,0
Sudan,140,33,13,1,Sporadic cases,0
Libya,59,8,1,0,Clusters of cases,0
Syrian Arab Republic,42,3,3,0,Community transmission,0
Yemen,1,0,0,0,Pending,11
Territories**,,,,,,
occupied Palestinian territory,335,6,2,0,Clusters of cases,0
Region of the Americas,,,,,,
United States of America,776907,25634,37602,1718,Community transmission,0
Brazil,40581,1927,2575,113,Community transmission,0
Canada,37374,1991,1728,117,Community transmission,0
Peru,16325,697,445,45,Community transmission,0
Chile,10832,325,147,8,Community transmission,0
Ecuador,10398,270,520,13,Community transmission,0
Mexico,8772,511,712,26,Community transmission,0
Dominican Republic,5044,80,245,10,Community transmission,0
Panama,4658,191,136,10,Community transmission,0
Colombia,3977,185,189,10,Community transmission,0
Argentina,3073,113,145,9,Community transmission,0
Cuba,1137,50,38,2,Clusters of cases,0
Costa Rica,662,2,6,1,Clusters of cases,0
Bolivia (Plurinational State of),598,34,34,1,Clusters of cases,0
Uruguay,535,7,10,0,Clusters of cases,0
Honduras,494,17,46,0,Clusters of cases,0
Guatemala,294,5,9,2,Clusters of cases,0
Venezuela (Bolivarian Republic of),285,29,10,1,Clusters of cases,0
El Salvador,225,7,7,0,Clusters of cases,0
Jamaica,223,27,6,1,Clusters of cases,0
Paraguay,208,0,8,0,Community transmission,1
Trinidad and Tobago,114,0,8,0,Sporadic cases,6
Barbados,75,0,5,0,Clusters of cases,5
Guyana,66,1,7,0,Clusters of cases,0
Bahamas,64,4,9,0,Clusters of cases,0
Haiti,57,10,3,0,Clusters of cases,0
Antigua and Barbuda,23,0,3,0,Clusters of cases,8
Belize,18,0,2,0,Sporadic cases,7
Dominica,16,0,0,0,Clusters of cases,11
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,1
Saint Lucia,15,0,0,0,Sporadic cases,10
Grenada,14,1,0,0,Clusters of cases,0
Saint Vincent and the Grenadines,12,0,0,0,Sporadic cases,11
Nicaragua,10,1,2,0,Pending,0
Suriname,10,0,1,0,Sporadic cases,18
Territories**,,,,,,
Puerto Rico,1298,46,64,1,Clusters of cases,0
Martinique,163,0,14,0,Clusters of cases,3
Guadeloupe,148,0,12,1,Clusters of cases,2
Aruba,97,0,2,0,Clusters of cases,2
French Guiana,97,0,1,0,Clusters of cases,1
Bermuda,86,0,5,0,Clusters of cases,2
Sint Maarten,68,1,10,0,Clusters of cases,0
Cayman Islands,66,5,1,0,Clusters of cases,0
United States Virgin Islands,54,1,3,0,Clusters of cases,0
Saint Martin,37,0,2,0,Sporadic cases,3
Curaçao,14,0,1,0,Sporadic cases,13
Falkland Islands (Malvinas),11,0,0,0,Clusters of cases,7
Montserrat,11,0,0,0,Sporadic cases,8
Turks and Caicos Islands,11,0,1,0,Sporadic cases,5
Saint Barthélemy,6,0,0,0,Sporadic cases,22
"Bonaire, Sint Eustatius and Saba",5,0,0,0,Sporadic cases,4
British Virgin Islands,4,0,1,0,Sporadic cases,2
Anguilla,3,0,0,0,Sporadic cases,18
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,14
African Region,,,,,,
South Africa,3465,165,58,0,Community transmission,0
Algeria,2811,93,392,8,Community transmission,0
Cameroon,1163,0,43,1,Clusters of cases,1
Ghana,1042,0,9,0,Clusters of cases,2
Côte d’Ivoire,916,37,13,3,Clusters of cases,0
Guinea,688,66,6,1,Community transmission,0
Niger,657,2,20,0,Clusters of cases,0
Burkina Faso,581,5,38,2,Community transmission,0
Nigeria,541,0,19,0,Community transmission,2
Senegal,412,35,5,0,Clusters of cases,0
Democratic Republic of the Congo,359,9,25,0,Clusters of cases,0
Mauritius,328,0,9,0,Community transmission,2
Kenya,296,15,14,0,Clusters of cases,0
Mali,258,12,14,0,Clusters of cases,0
United Republic of Tanzania,255,0,10,0,Clusters of cases,1
Congo,165,5,6,0,Clusters of cases,0
Gabon,156,36,1,0,Clusters of cases,0
Rwanda,150,3,0,0,Clusters of cases,0
Madagascar,121,0,0,0,Clusters of cases,2
Ethiopia,114,3,3,0,Clusters of cases,0
Liberia,101,2,8,0,Clusters of cases,0
Togo,86,2,6,1,Clusters of cases,0
Equatorial Guinea,79,0,0,0,Clusters of cases,3
Zambia,70,5,3,0,Sporadic cases,0
Cabo Verde,67,12,1,0,Sporadic cases,0
Uganda,56,1,0,0,Sporadic cases,0
Benin,54,0,1,0,Sporadic cases,1
Guinea-Bissau,50,0,0,0,Sporadic cases,4
Sierra Leone,50,7,0,0,Clusters of cases,0
Eritrea,39,0,0,0,Sporadic cases,3
Mozambique,39,4,0,0,Sporadic cases,0
Chad,34,1,0,0,Sporadic cases,0
Zimbabwe,28,3,3,0,Sporadic cases,0
Angola,24,0,2,0,Sporadic cases,1
Eswatini,24,0,1,0,Sporadic cases,1
Botswana,20,0,1,0,Sporadic cases,2
Malawi,18,1,2,0,Sporadic cases,0
Namibia,16,0,0,0,Sporadic cases,16
Central African Republic,14,2,0,0,Sporadic cases,0
Burundi,11,5,1,0,Sporadic cases,0
Seychelles,11,0,0,0,Sporadic cases,15
Gambia,10,0,1,0,Sporadic cases,1
Mauritania,7,0,1,0,Sporadic cases,11
São Tomé and Príncipe,4,0,0,0,Sporadic cases,15
South Sudan,4,0,0,0,Sporadic cases,10
Territories**,,,,,,
Réunion,410,2,0,0,Clusters of cases,0
Mayotte,311,27,4,0,Clusters of cases,0
Subtotal for all Regions,2470424,73920,168993,6058,,
International conveyance (Diamond Princess),712,0,13,0,Not Applicable††,37
Grand total,2471136,73920,169006,6058,,
