Reporting Country/ Territory/Area†,Total confirmed‡ cases,Total confirmed new cases,Total deaths,Total new deaths,Transmission classification§,Days since last reported case
Saint Martin,33,1,2,0,Sporadic Cases,0
Curaçao,14,0,1,0,Sporadic Cases,3
Montserrat,9,0,0,0,Sporadic Cases,1
Turks and Caicos Islands,8,0,1,0,Sporadic Cases,4
Saint Barthelemy,6,0,0,0,Sporadic Cases,12
Falkland Islands (Malvinas),5,0,0,0,Sporadic Cases,3
Anguilla,3,0,0,0,Sporadic Cases,8
British Virgin Islands,3,0,0,0,Sporadic Cases,11
"Bonaire, Sint Eustatius and Saba",2,0,0,0,Sporadic Cases,8
Saint Pierre and Miquelon,1,0,0,0,Sporadic Cases,4
African Region,,,,,,
South Africa,2028,25,25,1,Community Transmission,0
Algeria,1825,64,275,19,Community Transmission,0
Cameroon,803,0,10,0,Clusters of cases,1
Côte d’Ivoire,533,53,4,1,Clusters of cases,0
Niger,491,53,11,0,Clusters of cases,0
Burkina Faso,443,0,19,0,Clusters of cases,1
Ghana,408,30,8,2,Clusters of cases,0
Mauritius,319,1,9,0,Clusters of cases,0
Nigeria,318,13,10,3,Clusters of cases,0
Senegal,278,13,2,0,Clusters of cases,0
Guinea,250,56,0,0,Clusters of cases,0
Democratic Republic of the Congo,223,8,20,0,Clusters of cases,0
Kenya,191,2,7,0,Clusters of cases,0
Rwanda,120,2,0,0,Sporadic Cases,0
Madagascar,104,9,0,0,Clusters of cases,0
Mali,87,13,7,0,Sporadic Cases,0
Togo,73,0,3,0,Sporadic Cases,2
Ethiopia,69,4,3,1,Sporadic Cases,0
Congo,60,0,5,0,Clusters of cases,3
Uganda,53,0,0,0,Sporadic Cases,3
Gabon,49,5,1,0,Sporadic Cases,0
Liberia,48,11,5,0,Sporadic Cases,0
Zambia,40,0,2,0,Sporadic Cases,1
Guinea-Bissau,38,3,0,0,Sporadic Cases,0
Benin,35,5,2,1,Sporadic Cases,0
Eritrea,33,0,0,0,Sporadic Cases,3
United Republic of Tanzania,32,0,3,0,Sporadic Cases,1
Mozambique,20,0,0,0,Sporadic Cases,1
Angola,19,0,2,0,Sporadic Cases,3
Equatorial Guinea,18,0,0,0,Sporadic Cases,2
Namibia,16,0,0,0,Sporadic Cases,6
Botswana,13,0,1,0,Sporadic Cases,2
Zimbabwe,13,2,3,0,Sporadic Cases,0
Eswatini,12,0,0,0,Sporadic Cases,3
Malawi,12,3,2,1,Sporadic Cases,0
Central African Republic,11,0,0,0,Sporadic Cases,1
Chad,11,0,0,0,Sporadic Cases,2
Seychelles,11,0,0,0,Sporadic Cases,5
Gambia,9,5,1,0,Sporadic Cases,0
Sierra Leone,8,1,0,0,Sporadic Cases,0
Cabo Verde,7,0,1,0,Sporadic Cases,5
Mauritania,7,0,1,0,Sporadic Cases,1
São Tomé and Príncipe,4,0,0,0,Pending,5
South Sudan,4,1,0,0,Pending,0
Burundi,3,0,0,0,Sporadic Cases,8
Territories**,,,,,,
Réunion,388,6,0,0,Clusters of cases,0
Mayotte,191,0,2,0,Clusters of cases,2
Subtotal for all Regions,1695876,85679,105941,6262,,
International conveyance (Diamond Princess),712,0,11,0,Not Applicable††,27
Grand total,1696588,85679,105952,6262,,
